125.15,26.033
138.473,26.937
156.305,31.746
174.777,43.096
183.727,54.34
192.828,68.997
199.291,86.595
201.638,101.237
203.184,119.018
208.141,136.798
202.662,159.627
197.866,168.99
191.553,188.105
180.082,202.317
168.035,208.936
156.869,217.167
131.786,222.45
113.459,222.568
96.713,220.373
80.235,211.947
67.496,201.163
57.303,185.078
54.35,168.138
51.674,147.847
49.973,133.356
53.592,113.973
55.552,98.079
60.307,79.8
67.75,64.733
77.508,51.854
87.155,41.866
107.699,31.437
