122.696,24.213
143.267,24.438
161.254,32.018
177.359,41.828
187.59,53.232
194.858,68.019
200.782,83.377
204.849,101.483
209.416,123.701
209.416,141.775
204.396,157.754
201.423,170.269
194.879,185.856
185.319,199.272
170.337,213.653
155.5,219.573
132.958,226.702
117.737,225.906
101.896,223.61
86.985,218.683
74.528,205.331
63.464,193.47
51.779,176.268
45.927,155.728
44.792,134.313
48.97,116.966
53.625,98.5
57.021,84.857
59.219,70.411
68.642,52.246
82.011,43.248
94.49,33.329
