125.28,24.067
143.313,27.3
160.43,32.728
172.885,41.711
181.088,53.363
190.396,66.882
197.113,84.853
204.156,102.954
206.758,117.928
205.415,135.541
205.415,149.079
200.708,162.1
198.441,178.232
188.623,191.091
173.629,205.426
158.137,215.246
134.441,220.793
113.708,220.378
94.55,214.646
78.727,205.859
67.449,192.323
55.105,178.939
50.708,158.483
51.199,137.531
52.013,118.629
54.989,103.927
60.38,90.768
64.209,73.983
72.011,60.744
80.723,45.495
93.535,33.045
110.075,26.958
