129.716,23.881
146.358,24.891
161.231,30.161
175.356,38.071
185.303,51.751
193.619,66.165
201.543,84.782
204.388,100.398
207.585,116.524
209.382,133.159
206.745,149.9
201.458,163.604
193.2,181.581
182.125,197.256
170.302,208.031
149.61,217.869
130.984,221.58
108.566,221.366
87.697,213.3
71.947,197.81
63.502,185.666
55.898,171.354
50.891,155.793
47.177,141.793
47.572,128.067
50.228,113.722
54.398,93.855
58.814,77.757
67.967,60.553
77.253,46.264
90.347,34.954
106.774,28.003
