128.055,25.072
142.03,26.955
157.438,33.18
171.72,41.735
181.446,51.944
190.081,66.941
197.02,82.762
202.178,99.87
206.754,115.917
206.205,130.917
207.433,147.441
203.628,161.271
197.988,174.056
190.308,190.908
179.255,203.759
155.908,220.39
132.979,223.163
116.1,222.742
95.956,218.741
80.255,206.986
68.338,194.581
60.629,181.388
55.005,168.191
51.205,154.312
48.786,141.575
48.534,125.862
51.63,113.529
55.935,98.542
60.425,82.104
66.768,66.952
77.156,50.97
92.136,37.669
