129.099,24.136
142.326,27.062
156.583,31.841
167.899,41.603
181.946,51.506
191.448,64.99
199.813,80.766
205.629,94.86
208.383,112.791
208.7,130.315
208.528,148.128
204.518,160.98
199.296,174.556
191.261,194.229
179.295,204.706
152.745,220.164
125.86,224.982
106.208,222.757
85.76,215.785
72.913,201.65
59.351,185.186
53.012,166.044
48.42,148.814
47.633,132.119
48.889,118.233
50.529,104.54
53.168,92.332
58.931,77.97
66.474,67.006
72.523,54.616
82.583,45.345
97.91,33.515
