127.644,24.343
144.507,25.133
163.359,31.151
175.782,40.998
186.259,55.31
199.131,75.071
204.931,92.832
208.925,110.395
210.77,128.554
209.413,147.634
203.963,164.716
195.539,181.485
185.935,198.498
168.03,208.497
159.201,219.341
139.942,221.884
124.714,225.84
111.062,223.331
95.711,219.682
79.755,209.455
67.529,199.137
61.199,188.682
55.714,172.634
48.591,161.613
49.36,148.612
49.622,132.195
53.624,111.461
54.502,99.386
59.459,79.951
65.962,63.191
75.801,48.988
93.482,34.344
