125.836,29.235
144.236,29.207
163.676,31.629
177.872,39.28
191.726,55.436
197.604,66.157
202.096,83.23
204.635,102.829
207.272,124.165
208.706,144.658
203.335,159.73
193.646,174.576
182.459,189.006
169.739,200.63
156.902,210.903
143.267,218.903
131.141,223.868
113.651,226.006
97.845,224.512
83.633,218.206
73.291,209.18
64.013,195.348
54.758,181.027
46.451,162.553
46.303,145.643
47.475,130.414
50.984,111.442
54.922,94.102
59.208,79.735
66.566,64.839
75.955,52.258
92.339,39.863
