125.371,23.786
146.481,25.835
161.376,34.345
175.362,43.054
187.124,56.542
194.804,70.094
201.06,82.15
206.438,98.102
209.048,115.327
211.758,132.288
205.337,148.008
204.948,161.163
200.184,175.4
196.027,184.793
183.173,196.64
172.848,208.269
155.481,220.439
140.954,222.255
117.237,224.964
95.308,219.29
77.062,208.409
65.211,192.323
59.561,177.257
51.304,163.494
46.965,147.104
48.954,126.009
50.593,110.394
52.749,100.8
56.877,84.413
64.52,70.797
74.992,53.557
92.993,35.915
