127.109,22.581
148.049,26.665
162.048,33.686
177.889,46.57
190.516,57.299
195.67,69.237
203.223,85.853
206.028,105.674
208.768,127.645
208.768,142.766
206.525,154.646
201.132,168.559
194.099,179.6
186.158,196.379
170.911,206.836
153.25,218.427
126.837,221.821
109.305,223.553
92.952,217.91
77.016,205.876
65.786,195.775
59.183,183.743
50.653,168.787
47.794,152.816
46.228,135.668
48.302,120.02
50.377,103.676
53.328,86.495
58.277,72.165
67.409,57.523
81.742,46.475
92.461,32.84
