128.243,30.132
145.097,31.676
163.404,38.1
174.842,44.72
186.381,56.95
195.8,71.328
203.904,86.625
209.93,106.001
209.93,122.503
209.747,137.616
206.603,156.121
203.271,169.212
195.311,181.364
183.71,197.592
166.036,212.471
145.681,220.387
126.332,222.158
112.883,221.543
97.161,215.004
83.5,208.132
71.789,197.915
61.101,184.992
53.007,169.73
46.518,153.264
44.99,134.251
45.381,116.769
49.452,97.548
56.355,76.791
61.872,64.927
73.941,53.169
86.364,43.333
103.853,33.38
