124.435,24.936
139.544,26.54
154.06,26.54
167.72,33.867
178.934,48.848
187.508,60.449
196.136,76.042
201.694,90.651
207.265,106.971
206.695,118.831
209.004,131.866
208.412,152.475
204.646,167.77
197.857,185.801
188.16,201.395
171.505,215.403
148.199,224.542
125.1,224.721
102.326,220.599
79.685,207.571
69.617,199.107
63.836,188.899
56.82,177.714
51.122,158.629
46.077,138.539
46.684,118.91
50.154,100.939
52.485,86.339
59.148,71.818
70.911,53.816
83.321,38.264
100.252,29.36
