127.007,26.636
142.432,28.101
163.675,30.614
174.604,41.493
185.83,55.326
194.794,70.032
199.323,87.767
205.963,105.62
208.38,118.468
210.659,134.209
207.303,149.575
204.478,164.105
197.028,177.826
190.272,194.014
175.592,207.682
163.161,216.951
133.845,224.717
112.793,223.899
95.7,219.362
84.199,211.149
73.489,204.952
65.024,192.527
53.674,177.665
49.298,164.429
45.781,143.706
46.636,128.127
47.937,111.689
53.904,97.258
58.469,81.166
65.842,63.859
77.932,48.758
92.964,34.418
