128.499,23.67
148.081,27.885
162.611,32.421
174.497,42.122
185.455,58.294
191.794,71.338
199.606,87.112
203.322,102.079
206.666,114.385
206.636,130.371
206.539,140.606
205.592,157.802
200.131,172.698
190.48,190.354
179.316,203.641
160.019,218.877
130.2,223.694
109.526,223.572
91.218,215.496
78.788,207.404
66.269,194.873
57.571,176.017
49.5,159.651
47.729,147.381
48.319,129.216
50.951,114.043
55.631,97.775
58.898,84.188
66.221,67.449
75.331,52.044
87.4,41.285
106.253,28.643
