127.483,30.647
144.763,32.314
162.446,38.968
178.257,48.85
190.675,64.792
200.725,79.042
207.599,96.222
209.711,115.324
210.668,128.788
208.762,139.182
205.695,157.622
202.01,171.528
189.382,188.563
179.7,200.286
167.076,213.057
151.639,219.795
126.891,221.997
107.358,220.983
90.275,211.597
75.339,200.396
65.001,187.989
56.73,178.041
49.255,159.046
45.929,139.164
44.378,121.098
45.593,104.36
51.555,91.176
55.474,76.147
66.651,61.377
80.02,46.112
98.583,35.483
112.961,31.176
