129.347,27.13
145.705,27.13
160.377,35.805
172.896,41.112
183.464,50.968
195.192,65.516
201.259,80.635
206.591,100.906
207.651,119.55
207.501,132.326
206.128,149.135
200.375,161.546
194.485,180.519
185.864,193.459
171.505,207.088
155.971,221.053
139.584,223.501
118.074,224.38
100.196,220.505
85.741,212.617
71.04,200.808
60.867,185.568
55.008,167.049
51.513,150.788
48.855,134.264
47.808,114.47
51.239,96.587
57.189,81.299
62.508,66.205
76.588,49.146
89.257,39.521
108.163,31.305
