127.66,23.47
143.743,25.462
158.614,30.964
169.592,39.402
179.677,48.481
192.332,60.721
198.524,74.67
205.364,91.721
208.062,112.415
208.994,130.046
207.812,146.89
204.857,160.361
193.231,184.745
187.674,191.495
176.566,204.806
156.835,216.426
127.942,222.756
111.023,221.906
89.586,213.668
72.929,200.63
61.597,188.667
55.877,172.618
48.254,156.994
45.522,137.864
45.994,121.629
51.92,101.361
53.893,82.371
59.135,70.105
68.94,57.673
81.255,43.976
94.55,32.877
109.654,26.646
