125.832,28.884
144.057,27.911
161.32,34.083
175.55,43.204
185.688,53.149
194.947,67.492
199.687,80.502
204.783,95.969
206.015,111.875
208.152,130.003
204.404,144.911
204.163,161.916
196.969,178.651
186.121,193.421
176.863,205.902
163.599,217.608
138.094,222.542
122.199,223.653
95.987,221.558
86.184,215.344
73.947,204.121
64.042,190.254
57.229,175.261
52.038,155.05
48.856,132.789
50.265,116.927
53.05,101.91
58.291,84.795
63.735,72.041
72.964,56.239
85.206,43.88
96.168,34.761
