126.364,26.94
139.26,26.564
156.43,30.334
172.645,39.259
184.138,55.547
194.374,69.374
200.169,86.042
205.251,99.081
205.73,115.286
208.49,134.12
204.645,152.349
198.938,170.725
192.179,184.478
178.919,201.062
170.038,211.964
154.435,220.822
132.681,225.333
111.406,223.833
91.286,213.065
75.552,199.02
62.005,186.221
55.645,173.914
52.615,159.452
48.723,144.811
47.649,129.326
50.809,111.379
55.965,95.782
58.633,83.949
64.262,70.101
73.455,56.399
86.334,42.031
102.422,33.274
