128.13,23.375
150.757,27.098
164.893,35.593
176.421,44.753
183.707,53.984
195.488,69.255
194.463,80.489
202.382,96.707
206.535,111.667
209.95,129.057
208.918,147.187
205.603,162.304
198.137,180.907
189.347,195.013
180.419,203.942
166.497,215.18
149.881,221.336
131.616,224.352
108.163,222.599
97.107,218.316
80.242,210.857
65.501,198.219
55.203,182.868
49.386,165.692
46.675,148.384
47.651,123.777
52.588,101.62
57.451,77.997
69.415,58.385
83.99,42.362
94.197,32.177
111.279,23.174
