128.684,27.52
146.601,28.37
163.174,36.871
178.335,45.571
187.652,56.489
197.357,72.263
202.488,85.725
205.834,99.073
205.326,110.725
207.805,135.886
206.856,148.131
200.576,158.839
193.53,181.72
185.491,193.369
176.476,204.25
161.893,215.019
138.195,223.051
121.007,222.929
102.905,220.177
85.159,212.091
74.406,200.727
63.317,187.258
56.918,172.268
52.169,152.472
45.752,134.473
48.605,110.381
54.293,92.645
59.2,73.951
67.496,58.797
81.599,43.157
94.719,37.58
113.23,29.916
