125.579,27.611
141.987,28.011
158.398,33.19
172.788,41.196
185.655,54.968
193.207,71.057
202.928,84.673
204.575,100.749
207.482,116.499
206.962,134.036
205.015,150.877
200.502,166.458
194.853,181.037
183.758,197.564
173.854,208.475
159.11,219.19
135.031,223.561
116.148,223.989
99.153,220.492
82.583,211.336
67.497,198.672
58.722,184.918
54.58,169.794
50.832,152.437
49.067,138.425
49.174,122.106
52.485,102.547
57.659,86.01
63.873,70.303
73.409,56.8
84.007,43.313
103.616,32.668
