128.807,24.677
145.414,26.697
163.184,31.36
176.182,40.382
188.411,52.664
198.206,70.158
201.742,82.008
203.633,97.601
204.72,111.956
208.998,129.174
209.757,150.539
201.381,164.524
195.078,180.058
185.734,195.293
179.77,207.448
163.97,215.944
137.725,223.534
120.883,224.322
94.448,219.759
78.427,210.378
67.656,200.943
60.733,186.396
53.599,172.905
46.86,159.915
44.612,141.507
46.119,126.157
50.856,113.736
51.127,100.541
56.147,82.991
66.335,63.98
75.234,48.015
93.677,32.21
