129.59,26.546
146.262,28.321
163.916,34.267
177.087,46.687
189.668,62.093
196.989,78.425
202.4,94.979
203.892,108.969
206.274,128.21
205.347,141.938
201.983,158.28
195.995,172.077
190.356,186.615
180.408,198.51
172.844,208.366
162.502,216.107
135.147,223.225
117.182,223.213
97.374,216.221
75.822,202.675
66.354,190.188
55.01,175.138
51.306,159.698
47.825,144.182
48.584,128.432
49.325,111.461
53.995,96.189
59.811,81.19
67.043,66.616
74.764,52.872
88.034,38.306
103.113,30.058
