124.289,23.837
141.365,24.579
157.855,31.636
170.772,37.438
180.356,44.944
190.898,58.021
196.734,73.051
202.371,90.943
206.897,106.458
210.434,123.884
208.934,139.579
207.355,150.329
200.886,164.016
195.091,179.492
187.202,189.956
173.162,209.386
142.221,223.07
125.421,225.834
106.389,225.795
93.355,218.81
81.861,214.221
71.616,202.356
61.648,188.366
53.08,169.824
48.089,147.183
47.286,128.108
50.769,112.724
54.598,95.435
58.671,79.438
64.103,63.522
73.391,45.986
88.039,35.243
