124.996,23.812
138.654,25.288
152.315,27.773
164.311,35.464
176.936,45.808
185.062,56.406
191.672,71.435
197.734,87.955
201.473,103.524
204.603,118.711
205.983,134.826
205.379,152.552
197.589,169.509
190.731,185.147
183.097,198.633
166.802,212.384
139.312,220.475
115.98,219.286
95.249,213.341
71.792,201.149
61.334,187.381
55.896,171.836
51.687,154.061
50.289,137.01
51.93,116.728
56.275,97.445
63.682,78.68
69.043,64.416
77.023,49.959
87.315,38.654
99.339,30.5
113.299,26.765
