130.282,24.438
146.474,27.533
161.33,30.921
173.779,36.831
184.659,50.036
192.493,67.053
199.346,79.326
204.199,97.811
207.512,121.004
208.802,134.754
206.804,151.402
200.394,169.031
190.718,184.405
180.529,199.812
167.63,209.769
151.787,219.286
131.584,220.024
115.461,222.261
95.269,217.393
82.985,211.293
71.384,198.961
61.67,184.602
56.13,170.25
51.673,156.544
45.403,139.149
49.84,121.978
53.937,103.956
54.691,91.443
60.638,77.715
66.711,62.243
78.366,46.514
91.761,35.066
