125.438,25.031
142.059,27.217
159.16,30.92
175.05,40.136
183.605,52.547
193.633,67.992
196.593,78.866
201.643,92.67
208.061,110.607
210.19,128.151
210.281,141.776
207.146,157.226
199.58,173.008
192.755,189.63
178.218,204.086
160.446,216.722
131.391,223.249
114.012,223.746
96.624,218.49
78.659,206.146
61.14,185.032
54.03,172.779
49.465,155.706
46.698,143.91
46.312,126.061
51.279,109.553
54.824,94.436
60.471,77.996
67.56,63.768
77.726,48.728
91.213,35.491
109.32,26.864
