124.728,24.251
145.941,27.347
159.648,32.7
174.104,41.133
183.439,52.597
193.496,67.559
200.21,83.983
202.413,95.971
205.225,111.42
208.367,124.593
211.356,141.161
208.397,153.529
201.354,172.584
192.514,190.5
186.878,201.273
170.604,214.867
146.577,227.908
123.102,228.591
92.539,218.128
78.718,205.653
62.669,183.449
52.744,159.128
47.659,137.364
47.443,121.51
51.367,105.175
54.714,89.714
57.174,76.153
65.177,57.819
74.88,44.213
87.87,34.155
96.825,29.777
111.188,25.695
